scenario,uncertainty_steps,avg_unsafe_probability,avg_solvency_close_cap,avg_user_close_cap,avg_adaptive_close_cap,max_adaptive_close_cap
real_normal_1,0,0.0,0.0,0.0,0.0,0.0
real_normal_2,2,0.017085251032328108,0.015499262881840923,0.10173939151065921,0.10027483765601133,0.10037790537891143
real_normal_3,2,0.46411391466090574,0.2948973516455489,0.30576325711840663,0.30464024152892255,0.5
real_drawdown_1,10,0.3232331198672374,0.2556216979688105,0.1755141974728623,0.22334730182642124,0.47261017425253504
real_drawdown_2,10,0.3793509543415299,0.29340401899637797,0.20454553447380808,0.25478501111388147,0.5
real_drawdown_3,11,0.1629203162533813,0.13900765279975819,0.12304907379424758,0.1364166706039205,0.24809279537362144
counterfactual_oracle_shock_1,1,0.543184525082661,0.4414207085488035,0.21890676978071955,0.33977289793473353,0.33977289793473353
counterfactual_oracle_shock_2,3,0.31607782781859944,0.17699950858789396,0.2344929276737728,0.23351655843734087,0.5
counterfactual_oracle_shock_3,3,0.5984993245177568,0.3632649010970326,0.3705088380789377,0.3697601610192817,0.5
